Longitude;Latitude;Year;Brightness
106.7670173;-6.887832441;2012;0.63949984
106.7715089;-6.887832441;2012;1.4468457
106.7760005;-6.887832441;2012;3.0499134
106.780492;-6.887832441;2012;5.198414
106.7849836;-6.887832441;2012;4.079657
106.7894752;-6.887832441;2012;2.5831077
106.7939668;-6.887832441;2012;1.8370883
106.7984583;-6.887832441;2012;1.7196727
106.8029499;-6.887832441;2012;1.6233171
106.8074415;-6.887832441;2012;1.6502941
106.8119331;-6.887832441;2012;1.6686137
106.8164246;-6.887832441;2012;1.8196361
106.8209162;-6.887832441;2012;1.7816598
106.8254078;-6.887832441;2012;1.9350123
106.8298994;-6.887832441;2012;1.7777193
106.834391;-6.887832441;2012;1.357998
106.8388825;-6.887832441;2012;1.1935372
106.8433741;-6.887832441;2012;1.1324234
106.8478657;-6.887832441;2012;1.3528149
106.8523573;-6.887832441;2012;1.3936131
106.8568488;-6.887832441;2012;1.6035601
106.8613404;-6.887832441;2012;2.1497266
106.865832;-6.887832441;2012;2.4245708
106.8703236;-6.887832441;2012;1.9733324
106.8748151;-6.887832441;2012;1.8271493
106.8793067;-6.887832441;2012;1.7717017
106.8837983;-6.887832441;2012;2.0192423
106.8882899;-6.887832441;2012;2.3413846
106.8927814;-6.887832441;2012;2.1809642
106.897273;-6.887832441;2012;2.620132
106.9017646;-6.887832441;2012;2.9644487
106.9062562;-6.887832441;2012;1.7332172
106.9107478;-6.887832441;2012;1.7228807
106.9152393;-6.887832441;2012;1.7637842
106.9197309;-6.887832441;2012;1.5011172
106.9242225;-6.887832441;2012;1.3438255
106.9287141;-6.887832441;2012;1.2638981
106.9332056;-6.887832441;2012;1.4838305
106.9376972;-6.887832441;2012;2.4973297
106.9421888;-6.887832441;2012;3.42677
106.9466804;-6.887832441;2012;2.8100338
106.9511719;-6.887832441;2012;2.2530916
106.9556635;-6.887832441;2012;1.6434525
106.9601551;-6.887832441;2012;1.424694
106.9646467;-6.887832441;2012;1.4256713
106.9691382;-6.887832441;2012;1.3930289
106.9736298;-6.887832441;2012;2.129631
106.9781214;-6.887832441;2012;4.3768144
106.982613;-6.887832441;2012;2.81442
106.9871046;-6.887832441;2012;1.8686767
106.9915961;-6.887832441;2012;1.4887087
106.9960877;-6.887832441;2012;1.5784527
106.7041352;-6.883340865;2012;0.2705769
106.7086268;-6.883340865;2012;0.18470587
106.7131184;-6.883340865;2012;0.15254383
106.71761;-6.883340865;2012;0.16250533
106.7221015;-6.883340865;2012;0.24725088
106.7265931;-6.883340865;2012;0.31578577
106.7310847;-6.883340865;2012;0.40116924
106.7355763;-6.883340865;2012;0.69566685
106.7400678;-6.883340865;2012;0.64194024
106.7445594;-6.883340865;2012;0.42682788
106.749051;-6.883340865;2012;0.2965448
106.7535426;-6.883340865;2012;0.38180634
106.7580342;-6.883340865;2012;0.43290192
106.7625257;-6.883340865;2012;0.52726305
106.7670173;-6.883340865;2012;0.6711547
106.7715089;-6.883340865;2012;1.5274606
106.7760005;-6.883340865;2012;3.2577505
106.780492;-6.883340865;2012;4.302649
106.7849836;-6.883340865;2012;3.052021
106.7894752;-6.883340865;2012;2.1785157
106.7939668;-6.883340865;2012;1.8160831
106.7984583;-6.883340865;2012;1.8023796
106.8029499;-6.883340865;2012;1.6623416
106.8074415;-6.883340865;2012;1.5744307
106.8119331;-6.883340865;2012;1.4385545
106.8164246;-6.883340865;2012;1.3685701
106.8209162;-6.883340865;2012;1.310401
106.8254078;-6.883340865;2012;1.3655593
106.8298994;-6.883340865;2012;1.3445377
106.834391;-6.883340865;2012;1.276898
106.8388825;-6.883340865;2012;1.2410027
106.8433741;-6.883340865;2012;1.1120714
106.8478657;-6.883340865;2012;1.175139
106.8523573;-6.883340865;2012;1.483513
106.8568488;-6.883340865;2012;1.6279278
106.8613404;-6.883340865;2012;2.0014334
106.865832;-6.883340865;2012;2.0380368
106.8703236;-6.883340865;2012;1.7872806
106.8748151;-6.883340865;2012;1.6106976
106.8793067;-6.883340865;2012;1.3742642
106.8837983;-6.883340865;2012;1.5993549
106.8882899;-6.883340865;2012;1.8026668
106.8927814;-6.883340865;2012;1.9682285
106.897273;-6.883340865;2012;2.2614899
106.9017646;-6.883340865;2012;3.092822
106.9062562;-6.883340865;2012;2.0998287
106.9107478;-6.883340865;2012;1.8727456
106.9152393;-6.883340865;2012;1.5470216
106.9197309;-6.883340865;2012;1.2932916
106.9242225;-6.883340865;2012;1.1939207
106.9287141;-6.883340865;2012;1.1582886
106.9332056;-6.883340865;2012;1.3752828
106.9376972;-6.883340865;2012;2.0560267
106.9421888;-6.883340865;2012;3.1095905
106.9466804;-6.883340865;2012;3.397605
106.9511719;-6.883340865;2012;4.371591
106.9556635;-6.883340865;2012;2.9341526
106.9601551;-6.883340865;2012;1.7256058
106.9646467;-6.883340865;2012;1.6848074
106.9691382;-6.883340865;2012;1.7715263
106.9736298;-6.883340865;2012;4.4154744
106.9781214;-6.883340865;2012;6.627308
106.982613;-6.883340865;2012;3.7479687
106.9871046;-6.883340865;2012;1.761281
106.9915961;-6.883340865;2012;1.3166149
106.9960877;-6.883340865;2012;1.2564973
106.7041352;-6.878849288;2012;0.19475506
106.7086268;-6.878849288;2012;0.14172049
106.7131184;-6.878849288;2012;0.15920517
106.71761;-6.878849288;2012;0.19696142
106.7221015;-6.878849288;2012;0.29666597
106.7265931;-6.878849288;2012;0.35936254
106.7310847;-6.878849288;2012;0.51364654
106.7355763;-6.878849288;2012;0.7137345
106.7400678;-6.878849288;2012;0.62985677
106.7445594;-6.878849288;2012;0.47292465
106.749051;-6.878849288;2012;0.4708486
106.7535426;-6.878849288;2012;0.4483039
106.7580342;-6.878849288;2012;0.5294414
106.7625257;-6.878849288;2012;0.6696422
106.7670173;-6.878849288;2012;0.81340945
106.7715089;-6.878849288;2012;1.6720989
106.7760005;-6.878849288;2012;2.6708262
106.780492;-6.878849288;2012;3.1331868
106.7849836;-6.878849288;2012;2.519671
106.7894752;-6.878849288;2012;1.6516384
106.7939668;-6.878849288;2012;1.8272371
106.7984583;-6.878849288;2012;1.7459024
106.8029499;-6.878849288;2012;1.6071658
106.8074415;-6.878849288;2012;1.5162078
106.8119331;-6.878849288;2012;1.3030437
106.8164246;-6.878849288;2012;1.1453019
106.8209162;-6.878849288;2012;1.1185355
106.8254078;-6.878849288;2012;1.0701113
106.8298994;-6.878849288;2012;1.0944041
106.834391;-6.878849288;2012;1.1539372
106.8388825;-6.878849288;2012;1.3391072
106.8433741;-6.878849288;2012;1.2749014
106.8478657;-6.878849288;2012;1.1703204
106.8523573;-6.878849288;2012;1.3131479
106.8568488;-6.878849288;2012;1.4589552
106.8613404;-6.878849288;2012;1.6954757
106.865832;-6.878849288;2012;1.9631022
106.8703236;-6.878849288;2012;1.7320493
106.8748151;-6.878849288;2012;1.460291
106.8793067;-6.878849288;2012;1.2297943
106.8837983;-6.878849288;2012;1.3063312
106.8882899;-6.878849288;2012;1.6194017
106.8927814;-6.878849288;2012;1.7238634
106.897273;-6.878849288;2012;1.6629133
106.9017646;-6.878849288;2012;2.3116715
106.9062562;-6.878849288;2012;1.8470441
106.9107478;-6.878849288;2012;1.4210277
106.9152393;-6.878849288;2012;1.2777983
106.9197309;-6.878849288;2012;1.1958232
106.9242225;-6.878849288;2012;1.1220266
106.9287141;-6.878849288;2012;1.0523947
106.9332056;-6.878849288;2012;1.122794
106.9376972;-6.878849288;2012;1.7282208
106.9421888;-6.878849288;2012;2.8144343
106.9466804;-6.878849288;2012;3.2017918
106.9511719;-6.878849288;2012;4.0121884
106.9556635;-6.878849288;2012;3.2964234
106.9601551;-6.878849288;2012;2.0335643
106.9646467;-6.878849288;2012;1.4903387
106.9691382;-6.878849288;2012;1.6911091
106.9736298;-6.878849288;2012;2.9653869
106.9781214;-6.878849288;2012;5.411193
106.982613;-6.878849288;2012;3.1554325
106.9871046;-6.878849288;2012;1.2454401
106.9915961;-6.878849288;2012;1.2206544
106.9960877;-6.878849288;2012;1.2376568
106.7041352;-6.874357712;2012;0.19459789
106.7086268;-6.874357712;2012;0.1556913
106.7131184;-6.874357712;2012;0.15086533
106.71761;-6.874357712;2012;0.19692555
106.7221015;-6.874357712;2012;0.28976262
106.7265931;-6.874357712;2012;0.48702723
106.7310847;-6.874357712;2012;0.8004035
106.7355763;-6.874357712;2012;0.9166247
106.7400678;-6.874357712;2012;0.740374
106.7445594;-6.874357712;2012;0.6509203
106.749051;-6.874357712;2012;0.56835085
106.7535426;-6.874357712;2012;0.64286786
106.7580342;-6.874357712;2012;0.9000118
106.7625257;-6.874357712;2012;1.1909609
106.7670173;-6.874357712;2012;1.3705513
106.7715089;-6.874357712;2012;1.9179125
106.7760005;-6.874357712;2012;2.5282528
106.780492;-6.874357712;2012;2.394685
106.7849836;-6.874357712;2012;1.8513404
106.7894752;-6.874357712;2012;1.3979231
106.7939668;-6.874357712;2012;1.7987388
106.7984583;-6.874357712;2012;1.9220749
106.8029499;-6.874357712;2012;1.8718675
106.8074415;-6.874357712;2012;1.4340103
106.8119331;-6.874357712;2012;1.1679258
106.8164246;-6.874357712;2012;1.0722234
106.8209162;-6.874357712;2012;1.0133526
106.8254078;-6.874357712;2012;1.0020089
106.8298994;-6.874357712;2012;0.9717377
106.834391;-6.874357712;2012;1.0502504
106.8388825;-6.874357712;2012;1.2164371
106.8433741;-6.874357712;2012;1.2425165
106.8478657;-6.874357712;2012;1.2291214
106.8523573;-6.874357712;2012;1.3399477
106.8568488;-6.874357712;2012;1.5788007
106.8613404;-6.874357712;2012;1.9555974
106.865832;-6.874357712;2012;2.0765202
106.8703236;-6.874357712;2012;1.7077618
106.8748151;-6.874357712;2012;1.3449354
106.8793067;-6.874357712;2012;1.2653911
106.8837983;-6.874357712;2012;1.436015
106.8882899;-6.874357712;2012;1.5693163
106.8927814;-6.874357712;2012;1.6232214
106.897273;-6.874357712;2012;1.4144067
106.9017646;-6.874357712;2012;1.5656
106.9062562;-6.874357712;2012;1.9270754
106.9107478;-6.874357712;2012;1.6551468
106.9152393;-6.874357712;2012;1.4659846
106.9197309;-6.874357712;2012;1.2805414
106.9242225;-6.874357712;2012;1.1418455
106.9287141;-6.874357712;2012;1.007233
106.9332056;-6.874357712;2012;1.1308448
106.9376972;-6.874357712;2012;1.518447
106.9421888;-6.874357712;2012;2.4945421
106.9466804;-6.874357712;2012;3.151226
106.9511719;-6.874357712;2012;3.8440652
106.9556635;-6.874357712;2012;3.0914662
106.9601551;-6.874357712;2012;1.6897295
106.9646467;-6.874357712;2012;1.1078198
106.9691382;-6.874357712;2012;1.6003716
106.9736298;-6.874357712;2012;1.8424172
106.9781214;-6.874357712;2012;1.786522
106.982613;-6.874357712;2012;1.2705244
106.9871046;-6.874357712;2012;0.8805457
106.9915961;-6.874357712;2012;1.0600257
106.9960877;-6.874357712;2012;1.1060147
106.7041352;-6.869866135;2012;0.21315171
106.7086268;-6.869866135;2012;0.18135418
106.7131184;-6.869866135;2012;0.14893502
106.71761;-6.869866135;2012;0.1928936
106.7221015;-6.869866135;2012;0.2764724
106.7265931;-6.869866135;2012;0.6747096
106.7310847;-6.869866135;2012;0.88058305
106.7355763;-6.869866135;2012;0.7979865
106.7400678;-6.869866135;2012;0.77496254
106.7445594;-6.869866135;2012;0.781384
106.749051;-6.869866135;2012;0.7960871
106.7535426;-6.869866135;2012;0.8332542
106.7580342;-6.869866135;2012;1.1779189
106.7625257;-6.869866135;2012;1.7059959
106.7670173;-6.869866135;2012;2.1567123
106.7715089;-6.869866135;2012;2.8487515
106.7760005;-6.869866135;2012;2.5470374
106.780492;-6.869866135;2012;1.8930556
106.7849836;-6.869866135;2012;1.6370549
106.7894752;-6.869866135;2012;1.2227459
106.7939668;-6.869866135;2012;1.4949309
106.7984583;-6.869866135;2012;1.9554458
106.8029499;-6.869866135;2012;2.1524887
106.8074415;-6.869866135;2012;1.477249
106.8119331;-6.869866135;2012;1.0772529
106.8164246;-6.869866135;2012;0.9797836
106.8209162;-6.869866135;2012;0.96379954
106.8254078;-6.869866135;2012;0.9273351
106.8298994;-6.869866135;2012;0.9408603
106.834391;-6.869866135;2012;0.88337696
106.8388825;-6.869866135;2012;0.8872133
106.8433741;-6.869866135;2012;0.9802958
106.8478657;-6.869866135;2012;1.1574385
106.8523573;-6.869866135;2012;1.4067073
106.8568488;-6.869866135;2012;1.5559477
106.8613404;-6.869866135;2012;1.7599971
106.865832;-6.869866135;2012;1.930698
106.8703236;-6.869866135;2012;1.7690609
106.8748151;-6.869866135;2012;1.4386451
106.8793067;-6.869866135;2012;1.3551155
106.8837983;-6.869866135;2012;1.4662658
106.8882899;-6.869866135;2012;1.5229793
106.8927814;-6.869866135;2012;1.6933848
106.897273;-6.869866135;2012;1.3782101
106.9017646;-6.869866135;2012;1.6112571
106.9062562;-6.869866135;2012;1.9444798
106.9107478;-6.869866135;2012;2.1857865
106.9152393;-6.869866135;2012;1.67792
106.9197309;-6.869866135;2012;1.1780255
106.9242225;-6.869866135;2012;1.2112616
106.9287141;-6.869866135;2012;1.1803428
106.9332056;-6.869866135;2012;1.091999
106.9376972;-6.869866135;2012;1.0630842
106.9421888;-6.869866135;2012;2.3169782
106.9466804;-6.869866135;2012;3.8427994
106.9511719;-6.869866135;2012;4.443053
106.9556635;-6.869866135;2012;2.6986725
106.9601551;-6.869866135;2012;1.0457182
106.9646467;-6.869866135;2012;0.5743255
106.9691382;-6.869866135;2012;1.1435953
106.9736298;-6.869866135;2012;1.4243973
106.9781214;-6.869866135;2012;1.1358892
106.982613;-6.869866135;2012;0.7676033
106.9871046;-6.869866135;2012;0.62045336
106.9915961;-6.869866135;2012;0.6958947
106.9960877;-6.869866135;2012;0.80885464
106.7041352;-6.865374559;2012;0.26917574
106.7086268;-6.865374559;2012;0.25946122
106.7131184;-6.865374559;2012;0.20908538
106.71761;-6.865374559;2012;0.255721
106.7221015;-6.865374559;2012;0.42766494
106.7265931;-6.865374559;2012;0.7228077
106.7310847;-6.865374559;2012;0.7434527
106.7355763;-6.865374559;2012;0.61599225
106.7400678;-6.865374559;2012;0.6457337
106.7445594;-6.865374559;2012;0.68386984
106.749051;-6.865374559;2012;0.9173111
106.7535426;-6.865374559;2012;1.1523672
106.7580342;-6.865374559;2012;1.3971337
106.7625257;-6.865374559;2012;2.5144992
106.7670173;-6.865374559;2012;4.548512
106.7715089;-6.865374559;2012;3.6298487
106.7760005;-6.865374559;2012;2.6334617
106.780492;-6.865374559;2012;1.7547747
106.7849836;-6.865374559;2012;1.5796437
106.7894752;-6.865374559;2012;1.1457576
106.7939668;-6.865374559;2012;1.2068983
106.7984583;-6.865374559;2012;1.8115005
106.8029499;-6.865374559;2012;2.091181
106.8074415;-6.865374559;2012;1.370556
106.8119331;-6.865374559;2012;1.0103424
106.8164246;-6.865374559;2012;1.0131143
106.8209162;-6.865374559;2012;0.9544796
106.8254078;-6.865374559;2012;0.89209884
106.8298994;-6.865374559;2012;0.93278253
106.834391;-6.865374559;2012;0.8932476
106.8388825;-6.865374559;2012;0.80475336
106.8433741;-6.865374559;2012;0.77481997
106.8478657;-6.865374559;2012;0.95434743
106.8523573;-6.865374559;2012;1.5013641
106.8568488;-6.865374559;2012;1.4074128
106.8613404;-6.865374559;2012;1.3190013
106.865832;-6.865374559;2012;1.4430519
106.8703236;-6.865374559;2012;1.6762215
106.8748151;-6.865374559;2012;1.4070163
106.8793067;-6.865374559;2012;1.3676273
106.8837983;-6.865374559;2012;1.4485089
106.8882899;-6.865374559;2012;1.6165229
106.8927814;-6.865374559;2012;1.6963296
106.897273;-6.865374559;2012;1.5523773
106.9017646;-6.865374559;2012;1.5963846
106.9062562;-6.865374559;2012;1.6092745
106.9107478;-6.865374559;2012;2.2196457
106.9152393;-6.865374559;2012;1.9124053
106.9197309;-6.865374559;2012;1.3863267
106.9242225;-6.865374559;2012;1.0590849
106.9287141;-6.865374559;2012;1.0802056
106.9332056;-6.865374559;2012;0.9460728
106.9376972;-6.865374559;2012;0.68745565
106.9421888;-6.865374559;2012;1.3086334
106.9466804;-6.865374559;2012;2.035332
106.9511719;-6.865374559;2012;2.767405
106.9556635;-6.865374559;2012;1.5145904
106.9601551;-6.865374559;2012;0.40093547
106.9646467;-6.865374559;2012;0.3973048
106.9691382;-6.865374559;2012;0.84753346
106.9736298;-6.865374559;2012;1.3277998
106.9781214;-6.865374559;2012;1.0139124
106.982613;-6.865374559;2012;0.6223463
106.9871046;-6.865374559;2012;0.47960338
106.9915961;-6.865374559;2012;0.5757285
106.9960877;-6.865374559;2012;0.70063365
106.7041352;-6.860882982;2012;0.35449722
106.7086268;-6.860882982;2012;0.37664413
106.7131184;-6.860882982;2012;0.25696358
106.71761;-6.860882982;2012;0.3162675
106.7221015;-6.860882982;2012;0.4197453
106.7265931;-6.860882982;2012;0.6308924
106.7310847;-6.860882982;2012;0.6290642
106.7355763;-6.860882982;2012;0.71257114
106.7400678;-6.860882982;2012;0.6419973
106.7445594;-6.860882982;2012;0.73848945
106.749051;-6.860882982;2012;1.1043017
106.7535426;-6.860882982;2012;1.4058721
106.7580342;-6.860882982;2012;1.4823308
106.7625257;-6.860882982;2012;2.719863
106.7670173;-6.860882982;2012;4.80452
106.7715089;-6.860882982;2012;3.058275
106.7760005;-6.860882982;2012;1.8158393
106.780492;-6.860882982;2012;1.2862797
106.7849836;-6.860882982;2012;1.1739824
106.7894752;-6.860882982;2012;1.0552713
106.7939668;-6.860882982;2012;1.1421055
106.7984583;-6.860882982;2012;1.9416333
106.8029499;-6.860882982;2012;1.9584914
106.8074415;-6.860882982;2012;1.2934363
106.8119331;-6.860882982;2012;0.99565876
106.8164246;-6.860882982;2012;1.0442615
106.8209162;-6.860882982;2012;1.0988501
106.8254078;-6.860882982;2012;0.9811224
106.8298994;-6.860882982;2012;0.8696576
106.834391;-6.860882982;2012;0.88467443
106.8388825;-6.860882982;2012;0.8478546
106.8433741;-6.860882982;2012;0.84941554
106.8478657;-6.860882982;2012;0.9767149
106.8523573;-6.860882982;2012;1.3620932
106.8568488;-6.860882982;2012;1.150039
106.8613404;-6.860882982;2012;1.0439639
106.865832;-6.860882982;2012;1.1584148
106.8703236;-6.860882982;2012;1.3265305
106.8748151;-6.860882982;2012;1.3122994
106.8793067;-6.860882982;2012;1.1770065
106.8837983;-6.860882982;2012;1.3949207
106.8882899;-6.860882982;2012;1.385983
106.8927814;-6.860882982;2012;1.4921883
106.897273;-6.860882982;2012;1.3198223
106.9017646;-6.860882982;2012;1.2075537
106.9062562;-6.860882982;2012;1.1106431
106.9107478;-6.860882982;2012;1.5570956
106.9152393;-6.860882982;2012;2.0153654
106.9197309;-6.860882982;2012;1.5828426
106.9242225;-6.860882982;2012;1.0737399
106.9287141;-6.860882982;2012;0.88446003
106.9332056;-6.860882982;2012;0.7344196
106.9376972;-6.860882982;2012;0.5049601
106.9421888;-6.860882982;2012;0.46427503
106.9466804;-6.860882982;2012;0.7200675
106.9511719;-6.860882982;2012;0.81708294
106.9556635;-6.860882982;2012;0.51587635
106.9601551;-6.860882982;2012;0.31653535
106.9646467;-6.860882982;2012;0.3137741
106.9691382;-6.860882982;2012;0.4877579
106.9736298;-6.860882982;2012;1.0004675
106.9781214;-6.860882982;2012;0.87666416
106.982613;-6.860882982;2012;0.5198146
106.9871046;-6.860882982;2012;0.34382305
106.9915961;-6.860882982;2012;0.5566258
106.9960877;-6.860882982;2012;0.65769875
106.7041352;-6.856391406;2012;0.40887842
106.7086268;-6.856391406;2012;0.4312457
106.7131184;-6.856391406;2012;0.3423557
106.71761;-6.856391406;2012;0.37002975
106.7221015;-6.856391406;2012;0.48153353
106.7265931;-6.856391406;2012;0.6704634
106.7310847;-6.856391406;2012;0.7386239
106.7355763;-6.856391406;2012;0.77260137
106.7400678;-6.856391406;2012;0.71756727
106.7445594;-6.856391406;2012;0.94908273
106.749051;-6.856391406;2012;1.1993923
106.7535426;-6.856391406;2012;1.351486
106.7580342;-6.856391406;2012;1.8273808
106.7625257;-6.856391406;2012;2.7238536
106.7670173;-6.856391406;2012;3.2582352
106.7715089;-6.856391406;2012;2.6326108
106.7760005;-6.856391406;2012;1.3620259
106.780492;-6.856391406;2012;1.2204573
106.7849836;-6.856391406;2012;1.1205163
106.7894752;-6.856391406;2012;1.055784
106.7939668;-6.856391406;2012;1.2899281
106.7984583;-6.856391406;2012;1.8722478
106.8029499;-6.856391406;2012;1.7727975
106.8074415;-6.856391406;2012;1.1991818
106.8119331;-6.856391406;2012;0.9671563
106.8164246;-6.856391406;2012;0.9554472
106.8209162;-6.856391406;2012;1.084986
106.8254078;-6.856391406;2012;1.029829
106.8298994;-6.856391406;2012;0.87522835
106.834391;-6.856391406;2012;0.8526729
106.8388825;-6.856391406;2012;0.9355988
106.8433741;-6.856391406;2012;1.0976852
106.8478657;-6.856391406;2012;1.1630598
106.8523573;-6.856391406;2012;1.2406219
106.8568488;-6.856391406;2012;1.0661306
106.8613404;-6.856391406;2012;1.0186956
106.865832;-6.856391406;2012;1.0336775
106.8703236;-6.856391406;2012;1.0918314
106.8748151;-6.856391406;2012;1.093538
106.8793067;-6.856391406;2012;1.035111
106.8837983;-6.856391406;2012;1.0051804
106.8882899;-6.856391406;2012;1.0156057
106.8927814;-6.856391406;2012;1.1224589
106.897273;-6.856391406;2012;1.0266241
106.9017646;-6.856391406;2012;0.9172661
106.9062562;-6.856391406;2012;0.6711408
